song_id,name,artist_name,tags,genre,duration_ms,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
TRDNOKQ128F4266A68,Undressed,Kim Cesarion,"pop, soul, rnb, male_vocalists, swedish",,223773,0.812,0.853,-3.517,1,0.0316,0.156,2.29e-06,0.309,0.646,119.942
TRBGQYF12903CEF1DB,Day Dreaming,Aretha Franklin,"soul, blues, 70s, rnb",,238933,0.51,0.278,-14.957,0,0.0623,0.904,0.000687,0.101,0.282,146.373
TRAXURT128E078420C,Under the Influence,James Morrison,"pop, singer_songwriter, british, soul, acoustic, male_vocalists, britpop",Electronic,246786,0.501,0.867,-4.724,1,0.0329,0.0277,6.02e-05,0.0809,0.522,105.453
TRMLHYF12903CBFED7,That Lady,The Isley Brothers,"soul, funk, 70s, rnb",,335920,0.32,0.675,-9.57,0,0.0526,0.045,0.0443,0.369,0.872,125.265
TRRPXFP12903D07C2E,Aht Uh Mi Hed,Shuggie Otis,"soul, funk, 70s, chill",,254746,0.823,0.612,-8.228,0,0.0288,0.402,0.112,0.0922,0.85,102.6
TRIDQQG12903CEC2B6,Not Gon' Cry,Mary J. Blige,"female_vocalists, soul, rnb",,294333,0.765,0.409,-8.967,0,0.0417,0.653,0.0,0.1,0.46,110.146
TRZAAWN128F92EAC1C,Little Child Runnin' Wild,Curtis Mayfield,"soul, funk, 70s",RnB,326906,0.556,0.588,-7.443,0,0.0376,0.349,0.00828,0.116,0.666,110.58
TRRPZBS12903CD3730,In Love With You,Erykah Badu,"soul, reggae, rnb",,321000,0.717,0.273,-12.887,0,0.0647,0.574,0.0,0.163,0.657,132.494
TRWOUQF12903CA9E3A,This Bed,Alicia Keys,"soul, rnb",RnB,225120,0.845,0.561,-7.006,1,0.0989,0.112,0.0,0.0442,0.889,129.984
TRAIERR128F425A7EC,World That He Wants,Jamiroquai,"pop, soul, funk, chill",RnB,192213,0.33,0.167,-13.079,0,0.0299,0.942,0.0833,0.0921,0.0967,133.123
TRVMKZO128F1488462,Lie About Us,Avant,"soul, rnb, chill",,249026,0.701,0.656,-4.641,0,0.0514,0.194,0.0,0.209,0.854,77.612
TRLLEBN128EF34F646,Since You've Been Gone,DAY26,"soul, hip_hop, reggae, rnb, male_vocalists",,250880,0.516,0.69,-6.944,1,0.0436,0.165,0.0,0.126,0.398,129.833
TRGANEM128F42884DE,Shorty (Got Her Eyes On Me),Donell Jones,"soul, rnb, male_vocalists, chill",RnB,191760,0.53,0.515,-9.441,0,0.0911,0.0841,0.0,0.315,0.632,111.852
TRSSKUB128F422C9FC,Brand New Me,Alicia Keys,"pop, soul, rnb",,233560,0.383,0.328,-12.604,1,0.0605,0.739,0.000105,0.152,0.154,145.222
TRAVANC128F92EB21F,Surprise,Gnarls Barkley,"dance, soul, hip_hop, funk, 00s",,230240,0.573,0.914,-4.119,1,0.0631,0.00167,2.31e-05,0.378,0.716,155.985
TRNZBZN128F426975E,Just Kickin' It,Xscape,"soul, 90s, rnb",RnB,205053,0.69,0.409,-10.76,0,0.0592,0.0598,6.63e-05,0.34,0.722,80.91
TRXQJGA12903CAF6B2,Poppin',Chris Brown,"soul, rap, hip_hop, rnb, male_vocalists",,265333,0.767,0.418,-3.026,0,0.0376,0.00918,0.0,0.0592,0.571,122.966
TRQQLZD128F425E9BC,Tell You Something (Nana's Reprise),Alicia Keys,"female_vocalists, soul, rnb",RnB,268080,0.551,0.561,-6.94,1,0.0836,0.37,1.01e-06,0.131,0.335,79.922
TRQMGRC128F931FAC8,Work That,Mary J. Blige,"female_vocalists, soul, rnb",,210266,0.794,0.595,-4.284,1,0.0692,0.0349,2.95e-05,0.0756,0.632,93.119
TRITEUP12903CC89FC,Sandcastle Disco,Solange,"female_vocalists, soul, rnb, 00s",,269800,0.733,0.803,-5.012,1,0.0421,0.0291,0.000225,0.134,0.731,119.914
TRUXHGS128F145E41A,You've Really Got A Hold On Me,The Miracles,"soul, 60s, oldies",,180266,0.679,0.406,-10.533,1,0.0312,0.755,0.0,0.412,0.511,117.94
TRYCPIN12903D08123,Just a Man,Faith No More,"rock, alternative_rock, soul",,336200,0.525,0.731,-7.403,1,0.0291,0.0609,0.0117,0.45,0.603,152.047
TRBVGPX128F424F507,These Are The Times,Dru Hill,"soul, hip_hop, rnb, male_vocalists",Rock,246200,0.677,0.529,-8.149,0,0.0287,0.112,0.0,0.104,0.352,110.182
TROCJLS128F930696E,Work All Day,Portugal. The Man,"indie, indie_rock, soul, psychedelic, indie_pop",Reggae,178946,0.688,0.848,-4.838,0,0.0287,0.327,0.000245,0.123,0.923,83.952
TRILBYH12903CBEE97,One Shot,JLS,"pop, soul, rnb, male_vocalists",,228333,0.617,0.625,-6.564,1,0.0339,0.123,0.0,0.225,0.479,134.98
TRVFYPS12903CE6989,Clean Up Woman,Betty Wright,"soul, funk, 70s",RnB,166533,0.81,0.739,-7.27,1,0.0791,0.437,9.13e-05,0.0717,0.877,89.618
TRPAKOW128F4281F5A,Let's Get Lifted Again,John Legend,"soul, rnb, male_vocalists, chill",RnB,137000,0.597,0.549,-7.873,0,0.0912,0.257,0.961,0.166,0.658,149.967
TRFNDOB128F92F1371,Jimmy Mack,Martha Reeves & The Vandellas,"soul, 60s, oldies",RnB,175333,0.703,0.631,-8.891,1,0.0293,0.139,0.0132,0.0524,0.917,130.086
TRURBJM128F4266130,Quickie,Miguel,"soul, reggae, rnb, male_vocalists",,226360,0.372,0.641,-4.819,0,0.149,0.216,0.0,0.114,0.647,67.82
TRDAIJL128E07811BD,Do I Love You (Indeed I Do),Frank Wilson,"soul, 60s",,148306,0.582,0.961,-8.109,1,0.0592,0.242,0.000472,0.0891,0.823,133.98
TRBMGJX128F4278250,I'll Get Along,Michael Kiwanuka,"soul, blues",,206760,0.661,0.562,-9.063,1,0.0235,0.427,4.21e-06,0.0947,0.678,94.265
TRKQSVG128F92D5057,All Dressed In Love,Jennifer Hudson,"soul, soundtrack, rnb",,203693,0.678,0.834,-3.08,1,0.0485,0.0988,1.43e-06,0.248,0.811,120.299
TRYWLPF128F931BDCE,Uncharted,Sara Bareilles,"pop, female_vocalists, soul, piano",Jazz,214893,0.468,0.725,-3.675,1,0.0389,0.258,0.0,0.0312,0.713,203.956
TRAITPW128F42782B2,Love Takes Time,Mariah Carey,"pop, female_vocalists, soul, 90s, rnb",Pop,228026,0.603,0.458,-8.157,1,0.0273,0.722,0.0,0.103,0.271,126.234
TRLVZJY128F4295DBA,Climb,Mos Def,"soul, chillout, rap, hip_hop, chill",,242000,0.391,0.566,-10.106,0,0.182,0.372,0.000506,0.122,0.582,86.91
TRUWQIZ128F14AA1B1,I'm In Peace,Justin Nozuka,"singer_songwriter, soul, acoustic, male_vocalists, chill",Folk,215346,0.648,0.703,-7.857,1,0.0348,0.0881,0.0,0.105,0.427,105.074
TRUDKVD128F92DB25E,Moving Mountains,Usher,"soul, hip_hop, rnb, male_vocalists",,298053,0.728,0.745,-4.526,1,0.0318,0.0818,0.0,0.312,0.37,115.969
TRCTXOE128F425EA32,The Best You Never Had,Leona Lewis,"pop, female_vocalists, soul, rnb",Pop,221706,0.709,0.738,-5.189,1,0.0718,0.0097,1.47e-06,0.113,0.618,159.994
TRLLUET12903CC266C,Do Something,Macy Gray,"soul, funk, rnb",,299933,0.591,0.842,-5.063,0,0.169,0.135,5.34e-05,0.0467,0.88,167.853
TROTSHM128F930E261,Made to Love,John Legend,"soul, rnb",,240346,0.607,0.639,-6.099,0,0.0285,0.0348,0.00785,0.0927,0.359,107.006
TRBAGBP128F92D35CD,Way Over Yonder,Carole King,"female_vocalists, singer_songwriter, soul, piano, 70s, oldies",,283826,0.49,0.254,-11.823,0,0.0321,0.755,9.39e-06,0.146,0.165,89.234
TRKALOB128F42843DA,Pink & Blue,OutKast,"soul, rap, hip_hop, rnb, male_vocalists",,304813,0.842,0.428,-5.74,1,0.0409,0.794,0.244,0.052,0.208,101.035
TRGGBXT128F425D4D4,Lost In Music,Sister Sledge,"soul, funk, 70s",,297013,0.702,0.703,-11.872,1,0.046,0.0565,0.0245,0.191,0.774,117.943
TRUDPAN128F930AE36,Incredible,Lloyd,"soul, hip_hop, rnb, male_vocalists",,252466,0.829,0.491,-9.478,1,0.13,0.234,0.0016,0.172,0.719,104.997
TRGKPGD12903CDC91A,Soar,Christina Aguilera,"pop, soul, rnb",,285440,0.415,0.775,-3.316,0,0.127,0.347,1.27e-06,0.307,0.291,118.686
TRXFLUX128F4288736,Signs of Love Makin',Tyrese,"soul, rnb, male_vocalists",RnB,245893,0.687,0.363,-10.144,1,0.0857,0.215,3.08e-06,0.305,0.519,137.365
TRDFWVZ128F4284EF0,Why Do I Feel So Sad,Alicia Keys,"female_vocalists, soul, rnb",RnB,265840,0.563,0.529,-8.284,1,0.0575,0.203,6.11e-05,0.117,0.396,81.864
TRXEXHQ128F145421A,Don't Forget About Us,Mariah Carey,"pop, female_vocalists, soul, rnb",,233866,0.7,0.529,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555
TRUMXRU128F4271B7B,Ain't Nothing Like the Real Thing,Marvin Gaye,"soul, oldies",,133786,0.628,0.653,-7.628,1,0.0395,0.0817,0.000277,0.155,0.728,93.549
TRPJRSO128F425EA31,I'm You,Leona Lewis,"pop, female_vocalists, soul, rnb",Pop,228360,0.68,0.616,-6.541,0,0.0379,0.268,0.0,0.313,0.547,130.021
TRXWKGR128F92F2630,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,"soul, 60s, oldies",,166053,0.452,0.653,-9.952,0,0.0362,0.395,0.0174,0.54,0.877,163.443
TRIZHVT128F426F934,Hazel,Lloyd,"soul, hip_hop, rnb",Rock,231240,0.7,0.711,-5.253,1,0.237,0.156,0.00171,0.11,0.838,161.948
TRODJUM128F934D21C,Rollerblades,Eliza Doolittle,"indie, pop, female_vocalists, soul, acoustic",Pop,183800,0.931,0.283,-8.645,1,0.0813,0.662,0.0,0.121,0.694,114.964
TRFTNWX128F429E476,Beauty,Dru Hill,"soul, hip_hop, rnb",,269226,0.722,0.436,-7.57,0,0.0567,0.534,0.0,0.195,0.492,119.793
TROVJOI128F4260862,Flaws And All,Beyoncé,"female_vocalists, soul, rnb, love",,249506,0.665,0.717,-7.721,1,0.1,0.247,0.000654,0.068,0.665,151.922
TRRIUSZ128F427B77C,When Will I See You Again,The Three Degrees,"female_vocalists, soul, 70s, oldies",,178746,0.564,0.593,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753
TRUNVJH12903CD1853,Fly Like An Eagle,Seal,"pop, soul, soundtrack, 90s, rnb, cover",,254773,0.623,0.836,-4.729,1,0.0595,0.00699,3.41e-06,0.0687,0.631,97.14
TRSGXEU128F423A41D,On the Floor,Brandon Flowers,"rock, alternative, indie, alternative_rock, indie_rock, singer_songwriter, soul, male_vocalists",,202960,0.41,0.281,-11.815,1,0.0327,0.556,7.82e-05,0.0902,0.0417,120.022
TRHEHDC128F1468940,Another Star,Stevie Wonder,"soul, funk, 70s, rnb",Jazz,508226,0.57,0.844,-9.684,0,0.0492,0.102,0.000176,0.0914,0.767,121.975
TRSPMVO128F933D7F5,My Hands,Leona Lewis,"pop, female_vocalists, soul, soundtrack, rnb",Pop,252600,0.383,0.523,-4.989,1,0.0339,0.601,0.0,0.107,0.212,75.177
TRHAUMQ128F92D0E51,Who Can I Run To,Xscape,"soul, rnb",,216333,0.71,0.545,-9.599,1,0.0588,0.483,0.0,0.0644,0.632,140.233
TRRMUAO128F92FAE60,Happily Ever After,Case,"soul, rnb, male_vocalists",,275986,0.745,0.616,-7.122,0,0.0345,0.143,0.0,0.107,0.57,120.062
TRFNDYI128EF33DBA1,Be With Me,J. Holiday,"soul, rnb, male_vocalists",,237853,0.688,0.722,-4.309,0,0.157,0.043,0.0,0.132,0.524,90.963
TRVAVMW12903CF0788,Respect Yourself,The Staple Singers,"soul, blues, funk, 70s",,278533,0.674,0.643,-6.633,0,0.0407,0.534,0.0,0.423,0.616,112.561
TRXTPNO12903CC4496,Sumthin' Sumthin',Maxwell,"soul, funk, rnb",,258560,0.797,0.543,-8.107,0,0.0631,0.11,0.000145,0.0336,0.883,97.874
TRPNXRO128F93113FA,Shoulda Let You Go,Keyshia Cole,"female_vocalists, soul, rnb",,220653,0.47,0.539,-6.357,1,0.12,0.0763,0.0,0.117,0.242,91.845
TRIXDMA128F145267D,Sin Sin Sin,Robbie Williams,"pop, british, soul, male_vocalists, britpop",Pop,249893,0.637,0.773,-7.805,1,0.0342,0.00951,0.000164,0.104,0.0793,110.006
TRCPXNE128F42503ED,Distant Lover,Marvin Gaye,"soul, funk, 70s, oldies",,479866,0.312,0.367,-13.85,1,0.0385,0.244,0.276,0.156,0.324,118.702
TROJEVW128F423CC18,The Right Man,Christina Aguilera,"pop, female_vocalists, soul, rnb",,231640,0.324,0.445,-4.311,0,0.0332,0.683,1.37e-05,0.284,0.21,109.049
TRBEAMO128F425B75F,Cruz,Christina Aguilera,"pop, female_vocalists, soul, piano, rnb",Pop,229546,0.475,0.623,-4.316,1,0.0359,0.329,0.0,0.2,0.318,139.63
TROYOWO12903CACF51,Pretty Wings,Maxwell,"soul, rnb",RnB,255280,0.647,0.523,-7.736,1,0.0897,0.108,0.0,0.0733,0.539,115.105
TRQQVBA12903CF9FEA,Why Didn't You Call Me,Macy Gray,"female_vocalists, soul, funk, rnb",RnB,192093,0.641,0.813,-4.538,1,0.0826,0.0117,2.39e-05,0.188,0.698,177.825
TRXLZXV12903CBE7CE,Candy Rain,Soul for Real,"soul, 90s, rnb",,278491,0.585,0.616,-8.647,1,0.0439,0.0108,2.3e-06,0.218,0.781,188.231
TRINJYD128F93566B4,Take You Down,Chris Brown,"soul, hip_hop, rnb, male_vocalists",,243893,0.378,0.62,-5.987,0,0.0841,0.113,0.0,0.333,0.559,57.169
TRXYSKK128F92D296D,Younger,Seinabo Sey,"soul, swedish",,213968,0.412,0.668,-6.647,1,0.0446,0.0184,0.0,0.102,0.1,113.676
TRGMXIA128F92FDBC1,Boogie 2Nite,Tweet,"soul, hip_hop, rnb",,250426,0.873,0.517,-6.611,1,0.283,0.156,0.000118,0.0666,0.827,103.012
TRRMHCP128F92F4A68,Whatta Man,Salt-N-Pepa,"soul, rap, 90s, hip_hop, funk, rnb",,310147,0.751,0.642,-7.801,0,0.18,0.145,3.29e-05,0.599,0.889,173.18
TRUJVDE128F1469033,I Believe (When I Fall in Love It Will Be Forever),Stevie Wonder,"soul, funk, 70s",,293066,0.424,0.503,-10.83,1,0.0381,0.236,0.0,0.133,0.168,123.656
TRRQTQX128F1474A11,Rock The Boat,Hues Corporation,"soul, 70s, oldies",,186813,0.587,0.791,-5.928,1,0.0678,0.251,0.0,0.284,0.721,106.923
TRFOUKP128F9305B07,Hercules,Aaron Neville,"soul, funk, rnb",Rock,255493,0.645,0.639,-8.087,0,0.0514,0.78,0.000143,0.0985,0.967,166.09
TRRNRTP12903CAE283,Rainy Night In Georgia,Brook Benton,"soul, 70s, oldies",,231973,0.348,0.448,-12.219,0,0.0397,0.413,0.122,0.19,0.344,75.298
TRROTEI128F92F7D98,Better Off,HAIM,"indie, soul, acoustic, rnb, synthpop",,216843,0.826,0.672,-7.095,0,0.0437,0.365,0.387,0.237,0.733,119.976
TRQHABC12903CA42A5,Suede,Nxworries,"soul, funk",,181458,0.719,0.697,-5.647,1,0.31,0.504,0.0,0.295,0.668,117.123
TRPITTT128F425C83A,"Well, Well, Well",Duffy,"pop, female_vocalists, soul",,163213,0.753,0.919,-4.275,0,0.0463,0.0248,0.119,0.301,0.905,109.978
TRIQKTY128F1495B79,I Wanna Be Where You Are,Michael Jackson,"pop, soul, 70s, rnb, oldies",RnB,177826,0.603,0.923,-5.914,0,0.0985,0.603,0.0046,0.119,0.672,103.891
TRXYQON128F92FB761,Talking Bout My Baby,Fatboy Slim,"electronic, dance, soul, house, electro",,223520,0.498,0.771,-6.337,1,0.0363,0.595,0.609,0.279,0.288,100.003
TRLKYGQ128F934179E,Time Is On My Side,Irma Thomas,"soul, blues, 60s, oldies, cover",,170546,0.518,0.656,-7.604,1,0.0319,0.232,0.0149,0.0682,0.634,96.112
TRDBEJZ128F9343254,Band Aid,Pixie Lott,"pop, soul",Pop,209866,0.746,0.804,-4.906,1,0.0971,0.126,0.0,0.0666,0.706,96.021
TRNJRJQ128F4281F5F,Refuge (When It's Cold Outside),John Legend,"soul, hip_hop, piano, rnb, chill",RnB,253200,0.663,0.513,-10.444,1,0.0915,0.393,0.000124,0.157,0.526,90.037
TRXCEFQ128F428AC57,Whatcha See Is Whatcha Get,The Dramatics,"soul, funk, 70s",,131817,0.636,0.52,-13.895,0,0.309,0.446,2.22e-06,0.952,0.873,173.251
TROJNFY128F93066DF,So Amazing,Luther Vandross,"soul, rnb, male_vocalists",Reggae,221773,0.626,0.356,-13.046,0,0.0332,0.49,3.1e-05,0.225,0.31,128.588
TRVNQJF128F92F28DA,I Decided,Solange,"female_vocalists, soul, rnb",,253240,0.846,0.598,-8.113,0,0.0606,0.000942,0.00039,0.0672,0.614,135.946
TROHUUH128F92DC48F,If You Love Me,Brownstone,"female_vocalists, soul, 90s, rnb",,298773,0.685,0.638,-8.477,0,0.0656,0.238,1.17e-06,0.109,0.219,95.121
TRDPTTK128F427F348,Sing A Simple Song,Sly & The Family Stone,"soul, funk, 70s",RnB,235200,0.39,0.664,-12.836,0,0.0627,0.382,1.19e-05,0.724,0.689,101.373
TROKYBI128F145A7A9,Give It Up Or Turnit A Loose,James Brown,"soul, funk, 60s",RnB,190706,0.747,0.514,-12.025,1,0.0546,0.201,0.131,0.215,0.791,110.504
TRJNYKL128F1488552,Sympathize,Amos Lee,"folk, singer_songwriter, soul, blues, acoustic, guitar",Folk,185440,0.733,0.338,-10.489,1,0.0338,0.719,0.000158,0.104,0.157,124.187
TRAISYO128E07888A6,Mine Again,Mariah Carey,"pop, soul, rnb",RnB,241693,0.691,0.34,-9.11,0,0.0577,0.711,1.18e-05,0.154,0.347,131.917
TREQGNF128F14B0286,Golden Train,Justin Nozuka,"singer_songwriter, soul, acoustic, chill",,182773,0.495,0.351,-9.315,1,0.035,0.671,0.0,0.218,0.346,128.849
TROIJIL12903CE297C,Lady Jesus,The Asteroids Galaxy Tour,"alternative, indie, female_vocalists, soul, funk",Rock,224467,0.51,0.938,-3.549,1,0.16,0.108,0.0,0.102,0.503,179.907
TRRHUEV12903CE6A2D,Photographs,Rihanna,"pop, female_vocalists, soul, rnb",,286360,0.695,0.632,-5.786,0,0.0323,0.136,0.0,0.123,0.399,130.155
TRLGCXQ128F1496464,If You Really Love Me,Stevie Wonder,"soul, funk, 70s, oldies",RnB,178480,0.586,0.423,-9.336,0,0.0449,0.42,0.0,0.164,0.622,123.813
TRINNQU128F425EAAD,On Tour,Kurt Vile,"rock, indie, indie_rock, soul, acoustic, psychedelic, psychedelic_rock, chill",,326360,0.574,0.51,-8.793,1,0.0263,0.548,0.868,0.113,0.268,102.509
TRPBYBK128F1496E1A,Coaster,Khalid,"alternative, pop, soul, chill",,199120,0.441,0.219,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021
TRYLDBE128F1468318,Village Ghetto Land,Stevie Wonder,"soul, funk, 70s, rnb",,205093,0.266,0.0607,-15.763,1,0.0361,0.75,0.0,0.213,0.391,93.557
TRIUMKZ12903CC6E73,And I Am Telling You I'm Not Going,Glee Cast,"soul, soundtrack, cover",Pop,246866,0.378,0.609,-6.07,1,0.0525,0.498,0.0,0.509,0.191,123.7
TRSXFDZ128F4255651,Love Goes Down,Plan B,"british, soul, male_vocalists",,230066,0.653,0.785,-4.949,0,0.0394,0.072,0.0705,0.289,0.6,92.004
TRYNFQL128E078E6D2,Too Busy Thinking About My Baby,Marvin Gaye,"soul, funk, 60s",,178160,0.749,0.39,-11.361,1,0.0337,0.0875,0.0,0.306,0.828,118.06
TRFFSUW128F934452F,Gush,Pharrell Williams,"soul, hip_hop, funk",,234666,0.796,0.697,-7.062,0,0.0537,0.112,1.55e-05,0.0523,0.714,111.999
TRBMENV128F92E95BC,Don't Take Your Love Away,Avant,"soul, rnb, male_vocalists",,279253,0.433,0.522,-5.558,1,0.0844,0.355,0.0,0.0789,0.38,185.957
TRAESNR128F428DAC9,The Life,Alicia Keys,"female_vocalists, soul, piano, rnb",Rock,325066,0.421,0.743,-5.757,0,0.0756,0.0167,0.0234,0.125,0.661,84.442
TRILNYM12903CF8AF0,Humming Bird,Alex Clare,"british, soul, pop_rock",,230080,0.4,0.562,-7.461,0,0.0328,0.0342,1.92e-05,0.505,0.331,171.512
TRZMXUJ128F92EE994,Heaven Must Have Sent You,The Elgins,"soul, 70s, 60s, oldies",,230893,0.631,0.895,-9.154,0,0.0391,0.145,0.0173,0.155,0.783,131.856
TRZEKOI128F92EDA5A,All That You Have Is Your Soul,Tracy Chapman,"female_vocalists, folk, singer_songwriter, soul, acoustic",,318066,0.571,0.0967,-16.315,1,0.0478,0.657,0.0,0.265,0.518,146.384
TRINPSY128F931F727,You See The Trouble With Me,Barry White,"soul, funk, 70s",,208920,0.697,0.68,-11.338,0,0.0287,6.92e-05,0.251,0.0601,0.671,114.68
TREUYIG128F4257F79,Call the Police,James Morrison,"pop, singer_songwriter, british, soul, male_vocalists, pop_rock",,223506,0.527,0.852,-5.269,1,0.0512,0.144,0.0,0.207,0.551,77.987
TRLJWDV128F92CF1F3,Julia,Jungle,"electronic, pop, british, soul, psychedelic, funk, techno, synthpop",,195293,0.623,0.647,-7.511,0,0.0301,0.022,0.00108,0.109,0.277,107.996
TRECDUE12903CF8BA1,Don't Play That Song,Aretha Franklin,"female_vocalists, soul, 70s",,182946,0.513,0.606,-6.903,1,0.0442,0.699,1.85e-06,0.277,0.828,110.197
TRXCBMI128F425C90D,Waiting For You,Ben Harper,"rock, folk, singer_songwriter, soul, blues, acoustic, guitar",,214240,0.557,0.495,-9.406,1,0.0276,0.278,0.158,0.139,0.3,134.222
TRCCPUL128F4285F96,Wandering Eye,Fat Freddy's Drop,"soul, reggae, chill",Reggae,581008,0.874,0.326,-13.302,0,0.131,0.0136,0.148,0.0993,0.179,119.62
TRUZPJS128F9350C06,Your Easy Lovin' Ain't Pleasin' Nothin',Mayer Hawthorne,soul,RnB,183053,0.669,0.756,-6.34,1,0.134,0.303,1.44e-06,0.148,0.933,198.055
TROXFVJ128F1465265,Bottom Of the Barrel,Amos Lee,"folk, soul, acoustic, guitar",,120386,0.609,0.346,-12.703,1,0.146,0.761,0.0,0.11,0.55,178.137
TRCUBMS128F426444C,Everything To Me,Monica,"female_vocalists, soul, rnb",,246213,0.236,0.843,-3.289,1,0.0678,0.391,0.0,0.934,0.33,110.392
TRCWRMW128F9358D6A,"Lions, Tigers & Bears",Jazmine Sullivan,"female_vocalists, soul, rnb",,251200,0.576,0.515,-6.178,1,0.0295,0.0788,0.0,0.118,0.407,95.406
TRGXMFS128F93324B6,Rockin' With The Best,Jadakiss,"soul, rap, hip_hop, funk, rnb",Rap,200386,0.48,0.715,-6.418,1,0.483,0.261,0.0,0.645,0.873,177.031
TRGDKOT128F92F9DD7,Love And Affection,Joan Armatrading,"female_vocalists, singer_songwriter, soul, blues, acoustic, 70s",Reggae,267453,0.632,0.347,-11.684,1,0.0281,0.772,0.000851,0.137,0.368,93.393
TRACGEG128F427E4F9,I Just Don't Know What To Do With Myself,Dusty Springfield,"female_vocalists, soul, 60s, oldies",Jazz,179760,0.339,0.858,-4.319,1,0.0949,0.397,0.0,0.236,0.298,97.571
TRONAMY12903CBCD04,Hard Time,Seinabo Sey,soul,,209341,0.532,0.656,-6.839,0,0.0452,0.0239,0.00036,0.39,0.314,192.022
TRSGPQS12903CE4AF3,Loving You Is Killing Me,Aloe Blacc,soul,,204226,0.636,0.695,-6.449,0,0.0307,0.0224,0.0,0.108,0.826,120.26
TRGRYLK12903CE5D90,20 Feet Tall,Erykah Badu,"soul, hip_hop",RnB,204600,0.411,0.178,-13.22,1,0.0294,0.625,0.00169,0.184,0.192,99.221
TRFRFRK128F4238B36,Lonely Teardrops,Jackie Wilson,"soul, 60s, rnb, oldies",,162346,0.48,0.623,-5.458,1,0.0909,0.0985,2.61e-06,0.432,0.853,137.468
TRUFQPM128F428FB72,Here And Now,Luther Vandross,"soul, rnb",,323000,0.571,0.285,-14.453,1,0.027,0.528,0.0,0.0853,0.244,74.967
TRZKZNE128F42A38D1,Border Song,Elton John,"rock, pop, classic_rock, soul, piano, 70s, oldies",Rock,202066,0.457,0.295,-10.858,1,0.0295,0.801,3.87e-06,0.0901,0.296,129.492
TRPNIRE128F932F8DD,Take A Minute,K'naan,"soul, rap, hip_hop, funk, chill",Rap,246506,0.67,0.803,-6.147,1,0.0771,0.0814,0.0,0.303,0.736,156.072
TRYLSZR128F932DAAA,If I Have My Way,Chrisette Michele,"female_vocalists, soul, rnb",RnB,242720,0.487,0.449,-6.485,0,0.0645,0.704,0.0,0.116,0.226,122.784
TRAVELY128F42606F8,Like It Like That,A Tribe Called Quest,"soul, rap, hip_hop, chill",Rap,166880,0.93,0.369,-9.326,0,0.178,0.598,0.0,0.0929,0.703,94.991
TRXJFNB128F92E7AC6,I Just Want To Make Love To You,Muddy Waters,"soul, blues",,167471,0.566,0.355,-11.256,1,0.0576,0.631,4.52e-06,0.22,0.526,80.752
TRMAFYF128F9319892,Take Me to Your Leader,Incubus,"rock, alternative, alternative_rock, soul, acoustic, funk",Rap,283333,0.653,0.814,-6.416,1,0.146,0.0366,6.19e-06,0.6,0.145,116.231
TRIVHXY128F933817D,Picking Up the Pieces,Paloma Faith,"pop, female_vocalists, british, soul, rnb",,213355,0.642,0.731,-5.397,1,0.0461,0.39,0.0,0.567,0.246,136.02
TRFNISJ128F92D6F5F,Drift Away,Dobie Gray,"classic_rock, soul, 70s, oldies",,233706,0.516,0.318,-14.061,1,0.0514,0.51,0.0,0.125,0.525,76.199
TRXYIYH128F1486AD1,Candy Girl,New Edition,"pop, 80s, soul, rnb",,237253,0.781,0.831,-8.071,1,0.161,0.287,0.0151,0.329,0.781,103.724
TRGBGMV128F1485FA8,You Make Me Smile,Aloe Blacc,soul,Rock,205933,0.476,0.695,-5.726,1,0.0525,0.503,5.98e-05,0.285,0.621,98.3
TRPWLKQ128F1468938,Summer Soft,Stevie Wonder,"soul, funk, 70s, rnb",Jazz,254106,0.548,0.615,-12.019,0,0.0493,0.374,0.000209,0.09,0.218,104.884
TRJEBWL128F428A2A1,"Never, Never Gonna Give You Up",Barry White,"soul, funk, 70s",Rock,478626,0.552,0.806,-9.802,0,0.0627,0.0156,1.19e-05,0.0515,0.929,87.653
TRIPXJZ128F428E85A,So Simple,Alicia Keys,"female_vocalists, soul, rnb",RnB,229640,0.673,0.634,-7.721,0,0.194,0.048,2.9e-06,0.103,0.891,92.022
TRKLBDU128F42B8359,Stingy,Ginuwine,"soul, hip_hop, rnb, male_vocalists",RnB,260079,0.619,0.532,-7.911,0,0.0536,0.282,0.0,0.22,0.619,126.737
TRIUUMK12903CD7712,911,Wyclef Jean,"soul, rap, hip_hop, reggae, rnb",,259346,0.72,0.666,-9.162,1,0.227,0.243,5.79e-06,0.0872,0.707,87.024
TRMHXBA128F427FE68,Black Crow Blues,Bob Dylan,"folk, soul, blues, piano, 60s, guitar",Folk,194706,0.498,0.535,-7.794,1,0.0291,0.895,0.000341,0.221,0.631,115.108
TRSVPFK128F4284EE9,Rock Wit U,Alicia Keys,"soul, piano, rnb",RnB,336666,0.665,0.621,-8.952,0,0.0457,0.00755,0.0333,0.0854,0.535,92.006
TRUVKPD12903CD51BB,I Don't Wanna Lose You,Tina Turner,"rock, pop, female_vocalists, 80s, soul",,253173,0.731,0.7,-6.211,1,0.0275,0.328,0.0,0.278,0.54,94.037
